Category,Quantity,References,Value,Stock Code,Description,Group Layer,PCB Package,Supplier,Placed
Integrated Circuits,6,"U423,U448,U449,U472,U474,U476",7432,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS32DR?qs=SL3LIuy2dWwtfBSQ6o0JPg%3D%3D,Quad 2-input positive-OR gates,Combiner,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Integrated Circuits,8,"U426,U450,U451,U452,U453,U456,U457,U458",74153,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS153DR?qs=SL3LIuy2dWyFs2m7ewa9VQ%3D%3D,Dual 1-of-4 Data Selectors/Multiplexers,Combiner,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Integrated Circuits,4,"U427,U428,U431,U433",74LS258,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS258BDR?qs=SL3LIuy2dWwN7JNf%2FTycZg%3D%3D,Quadruple 2-Line To 1-Line Data Selectors/Multiplexers With Tristate Outputs,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Integrated Circuits,4,"U440,U441,U442,U443",74S374,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS374DWR?qs=SL3LIuy2dWx46uWPzrGxvw%3D%3D,Octal D-Type Edge Triggered Flip-Flops with Tristate Outputs,Combiner,SOIC127P1030X265-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Not placed
Integrated Circuits,10,"U444,U445,U454,U455,U459,U460,U464,U465,U466,U468",74LS86,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS86ADR?qs=UG%2F8xqv%2F6WeQUT2f2bzDnQ%3D%3D,Quadruple 2-Input Exclusive-OR Gates,Combiner,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Integrated Circuits,6,"U446,U447,U461,U467,U470,U471",7408,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS08DR?qs=SL3LIuy2dWwzq5fnFo78kw%3D%3D,Quadruple 2-Input Positive-AND Gates,Combiner,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Integrated Circuits,2,"U462,U469",74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157DR?qs=SL3LIuy2dWw%2F%252Bp7AA8LUjg%3D%3D,Quadruple 1-of-2 Data Selectors/Multiplexers,Combiner,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Integrated Circuits,2,"U463,U473",7404,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS04DR?qs=SL3LIuy2dWzOhepjTMFpMg%3D%3D,Hex Inverters,Combiner,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Integrated Circuits,2,"U475,U477",74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NSR?qs=SL3LIuy2dWxsq%2FCTeVMKZg%3D%3D,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Combiner,SOIC127P780X200-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Not placed
Integrated Circuits,1,U479,7474,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS74ADR?qs=UG%2F8xqv%2F6WdOEnCo3YslYA%3D%3D,Dual Positive-Edge-Triggered D-Type Flip-Flops With Clear And Preset,Combiner,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Integrated Circuits,1,U480,74175,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS175DR?qs=SL3LIuy2dWx6xZTuuqz08w%3D%3D,Quadruple D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Integrated Circuits,1,U485,74LS174,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS174DR?qs=1K8%2FAQHn5WQhMQC6QKmQtQ%3D%3D,Hex D-Type Positive-Edge-Triggered Flip-Flops With Clear,Video,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Integrated Circuits,1,U486,74LS682,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS682NSR?qs=UG%2F8xqv%2F6Wf%252BtjFXUxef2A%3D%3D,8-Bit Magnitude Comparators,Sprites,SOIC127P780X200-20N-CAP,,Not placed
Integrated Circuits,1,U489,7410,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS10DR?qs=sGAEpiMZZMutXGli8Ay4kP28D9wZ8SQI5p3xXbui0l0%3D,Triple 3-Input Positive-NAND Gates,Sprites,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Integrated Circuits,1,U490,74LS682,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS682NSR?qs=UG%2F8xqv%2F6Wf%252BtjFXUxef2A%3D%3D,8-Bit Magnitude Comparators,Video,SOIC127P780X200-20N-CAP,,Not placed
Integrated Circuits,1,U492,ADM709LARZ,https://www.mouser.sg/ProductDetail/Analog-Devices/ADM709LARZ?qs=BpaRKvA4VqHy5OxrBQwb0w%3D%3D,Processor Supervisor 4.65V 200uA 8-SOIC,Video,SOIC127P600X175-8N,,Not placed
Integrated Circuits,2,"U494,U495",CY62138FLL-45SXI,https://www.mouser.sg/ProductDetail/Infineon-Technologies/CY62138FLL-45SXI?qs=7NE86GkllXdH%2F8BJe%2FJfYw%3D%3D,256K x 8 Ultra Low Power CMOS Static Ram,Sprites2,SOIC127P1412X300-32N,,Top Copper
Integrated Circuits,2,"U589,U590",27C512,https://www.mouser.sg/ProductDetail/3M-Electronic-Solutions-Division/4828-6000-CP?qs=IGgAdOvCTsQg%252Bq3w9c1B8Q%3D%3D,CMOS 512kbit (64KB X 8) UV EPROM,Sprites2,DIL28CAP20,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-628-41-801000?qs=%2Fha2pyFaduj2Vn9jTBaNkbbuPoiuMRTWeD8fU3A14YCfUCD0%252BtDLsfAVe9w3OSTn,Top Copper
Integrated Circuits,1,U591,74LS11,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS11DR?qs=sGAEpiMZZMutXGli8Ay4kP28D9wZ8SQIaoHi3xvjif4%3D,Triple 3-Input Positive-AND Gates,Sprites,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Integrated Circuits,1,U592,7427,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS27DR?qs=sGAEpiMZZMutXGli8Ay4kP28D9wZ8SQIfOvGfytTqpc%3D,Triple 3-Input Positive NOR Gates,Sprites,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Integrated Circuits,1,U598,74LS682,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS682NSR?qs=UG%2F8xqv%2F6Wf%252BtjFXUxef2A%3D%3D,8-Bit Magnitude Comparators,BackgroundRGB,SOIC127P780X200-20N-CAP,,Not placed
Integrated Circuits,5,"U599,U600,U601,U603,U605",74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157DR?qs=SL3LIuy2dWw%2F%252Bp7AA8LUjg%3D%3D,Quadruple 1-of-2 Data Selectors/Multiplexers,BackgroundRGB,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Integrated Circuits,2,"U602,U608",74LS373,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS373DWR?qs=4FFjqLL55bR6x3WZek%252BFgQ%3D%3D,Octal D-Type Transparent Latches with 3-state Outputs,BackgroundRGB,SOIC127P1030X265-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Not placed
Integrated Circuits,2,"U604,U609",IS62C10248AL,https://www.mouser.sg/ProductDetail/ISSI/IS62C10248AL-55TLI?qs=X3Koi7Dgoq8ZcOQZeNRyCQ%3D%3D,1M x 8 Ultra Low Power CMOS Static Ram,BackgroundRGB,SOP80P1176X120-44,,Not placed
Integrated Circuits,2,"U606,U623",7432,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS32DR?qs=SL3LIuy2dWwtfBSQ6o0JPg%3D%3D,Quad 2-input positive-OR gates,BackgroundRGB,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Integrated Circuits,1,U607,7404,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS04DR?qs=SL3LIuy2dWzOhepjTMFpMg%3D%3D,Hex Inverters,BackgroundRGB,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Integrated Circuits,2,"U610,U612",74HC138,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS138DR?qs=SL3LIuy2dWwYDw%252Bne7f7PA%3D%3D,3-Line to 8-Line Decoders/Demultiplexers,BackgroundRGB,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Integrated Circuits,5,"U611,U613,U614,U615,U616",74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NSR?qs=SL3LIuy2dWxsq%2FCTeVMKZg%3D%3D,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,BackgroundRGB,SOIC127P780X200-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Not placed
Integrated Circuits,6,"U617,U618,U619,U620,U621,U622",74LS283,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS283D?qs=RnzODY3cU8uoUhrsuMKPjw%3D%3D,4-Bit Binary Full Adders With Fast Carry,BackgroundRGB,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Integrated Circuits,3,"U625,U626,U627",ADA4430-1YKSZ-R7,https://www.mouser.sg/ProductDetail/Analog-Devices/ADA4430-1YKSZ-R7?qs=BpaRKvA4VqFNXyz5Q8X2jQ%3D%3D,"ANALOG DEVICES - ADA4430-1YKSZ-R7 - SD VIDEO FILTER, 9.5MHZ, SC-70-6, FULL R",Video,SOT65P210X110-6N,,Not placed
Diodes,1,D204,LED-RED,,Animated LED model (Red),Backplane,LED,,Not placed
Miscellaneous,8,"1A,1B,1D,6M,6T,7F,7H,L2E",74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157DR?qs=SL3LIuy2dWw%2F%252Bp7AA8LUjg%3D%3D,Quadruple 1-of-2 Data Selectors/Multiplexers,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,1T,7408,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS08DR?qs=SL3LIuy2dWwzq5fnFo78kw%3D%3D,Quadruple 2-Input Positive-AND Gates,Video,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,4,"2A,2B,2C,2D",74175,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS175DR?qs=SL3LIuy2dWx6xZTuuqz08w%3D%3D,Quadruple D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,2F,74LS245,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS245DWR?qs=w32V8uFkMxmdnuKq6FiFpw%3D%3D,Octal Bus Transceivers With Tristate Outputs,Sprites,SOIC127P1030X265-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Not placed
Miscellaneous,4,"3A,3B,3C,3D",74LS258,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS258BDR?qs=SL3LIuy2dWwN7JNf%2FTycZg%3D%3D,Quadruple 2-Line To 1-Line Data Selectors/Multiplexers With Tristate Outputs,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,3H,7432,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS32DR?qs=SL3LIuy2dWwtfBSQ6o0JPg%3D%3D,Quad 2-input positive-OR gates,Sprites,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,1,3M8,74148,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS148DR?qs=N6WZOzgtpqUYbR2JHrDnOg%3D%3D,8-Line To 3-Line Priority Encoders,Video,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,4,"3N,3P,3R,3S",74161,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS161ADR?qs=SL3LIuy2dWx%252BNiLsCGC3nA%3D%3D,Synchronous 4-Bit Binary Counters,Video,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,4,"3T,3TT,4P,5P",7474,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS74ADR?qs=UG%2F8xqv%2F6WdOEnCo3YslYA%3D%3D,Dual Positive-Edge-Triggered D-Type Flip-Flops With Clear And Preset,Video,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,4,"4A,4B,4C,4D",2114FAST,https://www.jameco.com/z/2114N-2-Major-Brands-IC-2114N-2-SRAM-1Kx4-DIP-18-pin-200ns_38973.html?CID=MERCH,4K Static RAM (1K x 4bit) (Fast),Sprites,NULL,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-318-41-801000?qs=WZeyYeqMOWcusVdSCp10bQ%3D%3D,Not placed
Miscellaneous,2,"4H,6H",74LS86,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS86ADR?qs=UG%2F8xqv%2F6WeQUT2f2bzDnQ%3D%3D,Quadruple 2-Input Exclusive-OR Gates,Sprites,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,2,"4L6,5L6",74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NSR?qs=SL3LIuy2dWxsq%2FCTeVMKZg%3D%3D,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Chars,SOIC127P780X200-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Not placed
Miscellaneous,2,"4M,8D2",74HC138,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS138DR?qs=SL3LIuy2dWwYDw%252Bne7f7PA%3D%3D,3-Line to 8-Line Decoders/Demultiplexers,Video,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,4M6,74LS174,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS174DR?qs=1K8%2FAQHn5WQhMQC6QKmQtQ%3D%3D,Hex D-Type Positive-Edge-Triggered Flip-Flops With Clear,Chars,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,4N,7410,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS10DR?qs=sGAEpiMZZMutXGli8Ay4kP28D9wZ8SQI5p3xXbui0l0%3D,Triple 3-Input Positive-NAND Gates,Video,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,5,"4P7R,8L7R,8N7R,8R7R,8S7R",6264FAST,https://www.mouser.sg/ProductDetail/Alliance-Memory/AS6C6264-55PCN?qs=sGAEpiMZZMt9mBA6nIyysDfDw0vDQxSwL3Jgh6owPVw%3D,64K (8Kx8) Static RAM,Tiles,DIL28CAP20,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-628-41-801000?qs=%2Fha2pyFaduj2Vn9jTBaNkbbuPoiuMRTWeD8fU3A14YCfUCD0%252BtDLsfAVe9w3OSTn,Not placed
Miscellaneous,1,4R,7404,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS04DR?qs=SL3LIuy2dWzOhepjTMFpMg%3D%3D,Hex Inverters,Video,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,1,4T,74368,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS368AD?qs=SL3LIuy2dWyIGR1nOmwsZA%3D%3D,Hex Buffers/Line Drivers with Inverting Tristate Outputs,Video,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,2,"5F,L5E",74283,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS283D?qs=RnzODY3cU8uoUhrsuMKPjw%3D%3D,4-Bit Binary Full Adders With Fast Carry,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,4,"5F8,5H8,5J8,5K8",74153,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS153DR?qs=SL3LIuy2dWyFs2m7ewa9VQ%3D%3D,Dual 1-of-4 Data Selectors/Multiplexers,Video,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,3,"5H,6F,L6E",74273,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS273NSR?qs=SL3LIuy2dWxsq%2FCTeVMKZg%3D%3D,Octal D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites,SOIC127P780X200-20N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-43-320-41-801000?qs=RC2ne4458IKe5rHuueYA%2FA%3D%3D,Not placed
Miscellaneous,6,"5J,5K,5L,6J,6K,6L",74194,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS194AD?qs=SL3LIuy2dWyQbcrd0iQ7mw%3D%3D,4-Bit Bidirectional Universal Shift Registers,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,5N7,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157DR?qs=SL3LIuy2dWw%2F%252Bp7AA8LUjg%3D%3D,Quadruple 1-of-2 Data Selectors/Multiplexers,Tiles,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,5P7,7432,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS32DR?qs=SL3LIuy2dWwtfBSQ6o0JPg%3D%3D,Quad 2-input positive-OR gates,Tiles,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,2,"5R,5S",7485,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS85DR?qs=UG%2F8xqv%2F6Wcr2VkhPBBoGA%3D%3D,4-Bit Magnitude Comparator,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,2,"5R7,6R7",74LS86,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS86ADR?qs=UG%2F8xqv%2F6WeQUT2f2bzDnQ%3D%3D,Quadruple 2-Input Exclusive-OR Gates,Tiles,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,1,5S7,74LS174,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS174DR?qs=1K8%2FAQHn5WQhMQC6QKmQtQ%3D%3D,Hex D-Type Positive-Edge-Triggered Flip-Flops With Clear,Tiles,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,4,"6A,6B,6C,6D",74163,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS163ADR?qs=SL3LIuy2dWzQOqYS%2FWj%252BhA%3D%3D,Synchronous 4-Bit Binary Counters,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,2,"6D2,6F2",74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157DR?qs=SL3LIuy2dWw%2F%252Bp7AA8LUjg%3D%3D,Quadruple 1-of-2 Data Selectors/Multiplexers,Video,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,1,6F6,74157,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS157DR?qs=SL3LIuy2dWw%2F%252Bp7AA8LUjg%3D%3D,Quadruple 1-of-2 Data Selectors/Multiplexers,Chars,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
Miscellaneous,2,"6N2,6N6",7432,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS32DR?qs=SL3LIuy2dWwtfBSQ6o0JPg%3D%3D,Quad 2-input positive-OR gates,Chars,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,1,6P6,74LS86,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS86ADR?qs=UG%2F8xqv%2F6WeQUT2f2bzDnQ%3D%3D,Quadruple 2-Input Exclusive-OR Gates,Chars,SOIC127P600X175-14N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-93-314-41-801000?qs=%2Fha2pyFaduiAoJI%252BFT3Un6AU4u1EPWQWyNo%252BHzE50tJ%252B9XjMyXXSECwGDt8yOlKj,Not placed
Miscellaneous,3,"6R,6S,L7E",74LS174,https://www.mouser.sg/ProductDetail/Texas-Instruments/SN74LS174DR?qs=1K8%2FAQHn5WQhMQC6QKmQtQ%3D%3D,Hex D-Type Positive-Edge-Triggered Flip-Flops With Clear,Sprites,SOIC127P600X175-16N-CAP,https://www.mouser.sg/ProductDetail/Mill-Max/110-13-316-41-801000?qs=WZeyYeqMOWd122xzWNZKKg%3D%3D,Not placed
